id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,sentiment_analysis,img,label,text
3751,"person, remote, person, tv, potted plant",,,,,,bad,img/03751.png,0,"""i yelled catch ! i swear i thought she was ready """
3756,"banana, backpack, person, person",,,,,,good,img/03756.png,1,white people have no right to live in africa... .. but it's a blackman's right to live in any european country he chooses?
3759,"person, person, person, person, person, person",happy,white,woman,35,35-44 years,bad,img/03759.png,0,what's the difference between hillary and putin? putin actually wins the elections he rigs
3764,person,sad,middle eastern,man,36,35-44 years,neutral,img/03764.png,1,"my black flag brings all the goats to the yard and they're like allah akbar and then i'll put a bomb in a car, i'd teach u but i have no arms"
3789,"person, tie",sad,white,man,29,25-34 years,bad,img/03789.png,0,anne frankly i don't care
3794,"person, person, person, person, person, person, person, person, backpack, person, handbag, person, person, handbag, handbag, kite",,,,,,neutral,img/03794.png,1,tranny jesus died for your eyebrows
3795,"person, tie, person",neutral,asian,man,37,35-44 years,bad,img/03795.png,1,even i can see you're a cunt
3841,person,,,,,,neutral,img/03841.png,1,when i grow up... lol nevermind
3845,"person, motorcycle, tie",fear,black,man,40,35-44 years,bad,img/03845.png,1,rev al sharpton that gorilla was 17 black and unarmed
3847,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, person, person, person, sheep",happy,middle eastern,man,35,35-44 years,bad,img/03847.png,0,meanwhile at the isis strip club
3849,"truck, person, traffic light, person",,,,,,bad,img/03849.png,0,gmc short for give me cock
3854,person,sad,white,man,28,25-34 years,neutral,img/03854.png,1,did a lot of medical research didn't hurt any animals
3861,person,neutral,white,man,43,35-44 years,bad,img/03861.png,0,when you realize you fought on the wrong side during wwii
3864,"person, tie",fear,middle eastern,man,24,18-24 years,bad,img/03864.png,1,you can't be the victim of a school shooting if you're the school shooter
3865,"person, frisbee, dog, teddy bear",,,,,,bad,img/03865.png,0,after 3 million years of evolution we still love to relax
3871,"person, person, person, person, person, person, person, person, tie, person, tie, person",,,,,,bad,img/03871.png,1,justin trudeau the imam of canada
3874,"person, handbag, umbrella, umbrella",,,,,,neutral,img/03874.png,1,one of the poor defenseless refugees we hear about she's smuggling 31 pounds of pure heroin
3875,"dog, teddy bear",happy,white,man,37,35-44 years,bad,img/03875.png,1,we're glad you're home the russians pooped in the hallway!
3896,person,sad,white,man,28,25-34 years,good,img/03896.png,1,"let me salute to hitler the great he said ""i would have killed all the jews of the world, but i kept some to show the world why i killed them"""
3917,"person, person, person, tie, person",,,,,,neutral,img/03917.png,0,attacking a person for who they are or where they're from is an attack on their people and culture as a whole
3927,"person, person, horse, person, person, cow, cow, cow, cow, person, cow",,,,,,good,img/03927.png,1,after group sex mohammed is very tired
3942,"person, cell phone, car, person",,,,,,good,img/03942.png,0,they're just like anyone else
3947,chair,,,,,,bad,img/03947.png,1,no one: steven hawking:
3957,clock,,,,,,bad,img/03957.png,0,lawn darts muslim style
3962,"person, dining table, wine glass, chair, chair, cup",,,,,,bad,img/03962.png,0,where's my water?
3971,"person, person",,,,,,bad,img/03971.png,0,so i was sucking on her t*ts then the husband walks in and i just sk*t myself
3981,"person, cell phone",fear,black,man,30,25-34 years,bad,img/03981.png,0,siri take me home starting route to gym
3984,"person, baseball bat, tie",neutral,indian,man,27,25-34 years,bad,img/03984.png,0,when your brother sucks at driving
4125,"person, person, cup, person, person, chair, chair",fear,white,man,50,45-54 years,bad,img/04125.png,0,sorry i'm late have the racist comments started yet?
4126,person,,,,,,good,img/04126.png,1,"hitler be like ""you sure i killed 6 million? they aint up here"
4132,"person, person, person, cell phone",,,,,,bad,img/04132.png,0,"dear ""dad"". i did it without you. love, the daughter you left behind"
4138,dog,,,,,,bad,img/04138.png,1,what do a bicycle and a nigger have in common? neither works without chains
4152,"horse, person, person, person, horse, truck, person, person, person, person, person, dog",,,,,,bad,img/04152.png,0,over 50 south africans lost their lives after police opened fire during a protest
4153,person,,,,,,neutral,img/04153.png,0,let's end racism
4156,"person, tie",angry,middle eastern,man,28,25-34 years,good,img/04156.png,0,me after i take that first sip of mcdonald's sprite kwispy
4157,"person, cup, cup, sink, spoon",,,,,,bad,img/04157.png,0,a real man... loads the dishwasher every night!!
4162,person,,,,,,neutral,img/04162.png,0,one of the most brillant minds in science
4163,"person, person, pizza",happy,asian,man,41,35-44 years,bad,img/04163.png,1,i will kill this white man ooo wwe fans
4175,"person, tie, person",neutral,white,man,40,35-44 years,bad,img/04175.png,1,im not racist because racism is a crime and crime is for black people
4183,"person, person, person, person, person, person, person, person, person, handbag, person, backpack, person, person, backpack",sad,white,woman,36,35-44 years,bad,img/04183.png,0,back off murderers we fight for justice
4185,"horse, person, person, horse",,,,,,neutral,img/04185.png,0,when you need a diaper because you're a still a baby
4187,"person, person, person, person, umbrella, person, person, person, umbrella, dining table",angry,white,man,33,25-34 years,bad,img/04187.png,0,this is how muslims celebrate new year
4217,"cell phone, person, scissors",,,,,,bad,img/04217.png,1,have a coke and a smile. regen: always coca cola coke adds life. ma: nevermore coca cola
4253,person,,,,,,bad,img/04253.png,0,sad world history
4256,"car, car, traffic light, car, traffic light, person",,,,,,bad,img/04256.png,0,me and styrofoam... yup...both white trash
4257,"person, person, person, tie, tie, person, handbag, person, person, couch, couch, chair, person",,,,,,good,img/04257.png,0,"how sad it must be for supporters - believing that scientist, scholars, historians, economist, and journalists have devoted their entire lives to deceiving america, while a reality-tv star with decades of fraud and exhaustively-documented lying is your beacon of honesty"
4263,person,neutral,middle eastern,man,44,35-44 years,bad,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny
4267,"toothbrush, person, person",happy,white,man,34,25-34 years,bad,img/04267.png,1,i'm not saying it was muslims but it was muslims
4268,"person, person, person, person, person, person",,,,,,bad,img/04268.png,1,guess which one is which? 1. transgender; 2. suicide bomber or 3. a floor lamp
4273,person,neutral,white,woman,31,25-34 years,bad,img/04273.png,0,have you seen my bag
4278,person,,,,,,neutral,img/04278.png,0,never let someone who has done nothing tell you how to do anything
4281,"person, frisbee",,,,,,bad,img/04281.png,0,patty cake patty cake butthole hand i got tourettes syndrome chicken fucked ham
4287,person,,,,,,bad,img/04287.png,1,"that's it, back to the kitchen! where's my sammich? women's day is over!"
4295,person,fear,asian,man,41,35-44 years,bad,img/04295.png,0,when black people say they are native american
4296,"bicycle, person, person, tie",neutral,white,man,28,25-34 years,bad,img/04296.png,0,now imagine if native american cowboys rode bicycles
4316,cat,,,,,,neutral,img/04316.png,0,"algebra and geometry are fine, but graphing is where you draw a line"
4321,person,fear,white,woman,35,35-44 years,bad,img/04321.png,0,"""if that uckin bastard wins, we're all going to hang from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016"
4325,"person, dining table, cup, wine glass",,,,,,bad,img/04325.png,0,its a 3-day weekend pace yourself
4326,"cup, person, spoon, bowl, cell phone, dining table, bottle",,,,,,bad,img/04326.png,1,when the chow mein was on point but you kinda miss your cat
4328,"person, person, person, horse",,,,,,neutral,img/04328.png,0,if only dogs could pick up after themselves
4356,person,happy,latino hispanic,man,30,25-34 years,neutral,img/04356.png,0,i only wear silk panties cotton ones remind me of slavery
4361,,,,,,,bad,img/04361.png,1,islam turning every single country it touches into a shithole for over 1400 years
4372,person,,,,,,neutral,img/04372.png,0,my sister gave me this haircut after i fucked her
4379,"car, person, person, person, person, person, person, person, person, person, person",,,,,,bad,img/04379.png,0,tfw you hear that you should be able to walk again with 2 months of pt
4387,"person, bowl, person, bottle, person, cup, person, chair, cup, chair, chair, spoon, oven, dining table, chair, bowl, oven, bowl, spoon",,,,,,bad,img/04387.png,0,"sit down kids, i will now tell you how i met your mother"
4397,"person, person",happy,asian,woman,28,25-34 years,good,img/04397.png,1,what do you call a a retarded jew? auschwistic
4529,dog,,,,,,bad,img/04529.png,1,"please, ' 'share' this piggy he upsets muslims"
4568,"person, person, person, person, person, person",neutral,black,man,38,35-44 years,neutral,img/04568.png,0,me during no shave november
4579,person,,,,,,good,img/04579.png,1,maybe the catholic church protects pedophile preists because the last time christianity shunned a pedophile he started islam?
4591,cake,,,,,,bad,img/04591.png,0,rep. ilhan omar: 9/11 was 'some people did something' here's your something 2977 people dead by terrorism
4597,scissors,,,,,,bad,img/04597.png,0,terrorist attacks innocent people with guns leaders want innocent people to give up their guns and become even more defenseless.
4619,person,,,,,,good,img/04619.png,1,"the most popular, but least talked about, white trash barbie! kids b like ""not my fault you didn't pay the cable!"""
4623,"person, person, person, sports ball, person",,,,,,bad,img/04623.png,1,"six kids, no husband, no job, and food stamps $10,000 back in income taxes"
4629,,,,,,,bad,img/04629.png,0,halloween was great this year
4637,person,angry,white,man,46,45-54 years,neutral,img/04637.png,0,when your chinese food shows up completely uncooked
4639,"person, person",,,,,,neutral,img/04639.png,1,"the female body is a gentle, delicate flower except for the vagina. pound the fucking vagina"
4651,"person, person, cell phone, person, chair",surprise,white,woman,29,25-34 years,bad,img/04651.png,0,what every muslim looks like to me
4658,"sheep, sheep",,,,,,bad,img/04658.png,0,"so, you think by being a a muslim sympathizer, this will somehow keep us from killing you ? you are a special kind of stupid"
4675,"dog, cat",,,,,,bad,img/04675.png,0,i called my boy whatchoo goin do bout that spray bottle now
4682,"person, person, person, person, person",happy,latino hispanic,woman,31,25-34 years,bad,img/04682.png,0,why can't we spend money on education instead of drugs
4683,person,neutral,indian,man,45,45-54 years,neutral,img/04683.png,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto"
4689,"horse, person, person, person, horse, person",,,,,,good,img/04689.png,0,illegal immigration the cowboy way we'll know them if they try to come back in!
4695,"person, baseball bat, person",,,,,,neutral,img/04695.png,1,when a badge and gun aren't enough to cope with your fragile senses of self worth and masculinity: roadhouse!
4712,"tie, person",happy,white,man,41,35-44 years,bad,img/04712.png,0,"just figured out trump conned you? not too fucking bright, are you?"
4718,"tie, person",sad,white,man,43,35-44 years,good,img/04718.png,0,isis you mean them goat fuckers that don't like bacon
4719,"orange, person, person",happy,white,man,34,25-34 years,bad,img/04719.png,0,how you see it how the turkey sees it
4726,"person, person, person, person, person, person, umbrella",sad,middle eastern,man,25,25-34 years,bad,img/04726.png,0,islamic state soldiers celebrating we should kill them all
