id,text,sentiment_analysis
5261,i'm deportinging all mexicans!!!  except the ones in baldwin park you fuckers are crazy!!!,bad
5264,trust me the muslims won't rape you now,bad
5269,been talking shit about trump since day one.  now crying like bitches after getting called out.,bad
5273,"someone needs to invent car fax for ""i have only been with one guy""  ""Yeah sure, show me the whorefax.""",bad
5276,talk about that for a team photo,bad
5279,"knowing white people, that's probably the baby father",bad
5283,"life has never given me lemons  it has given me anger issues, anxiety, a love for alcohol, a serious dislike for stupid people. but not lemons.",good
5294,a little bird told me it is going to be a beautiful day.  i ate it.,bad
5297,the first thing i did when i got home from the battered women's shelter?  the dishes... 'cause i know what's good for me...,neutral
5316,doing o's with the smoke,bad
5327,i just realized that all i can be is true to myself not matter what,bad
5329,It's not right to judge someone by the color of their skin. They might just be tan.,bad
5349,normal day in a islamic country,bad
5362,you like something that i do not particularly enjoy  disgusting prepare to forfeit your life,bad
5369,person i chase: *shows clear signs he doesn't want to do anything with me*  me: i'm gonna pretend i didn't see that,bad
5372,"healthcare is a right and the government should pay for it  guns are a right, should the government pay for them too?",good
5376,did you know you are supposed to pull anal beads out slowly?  i didn't... i started the wife up like a fucking chainsaw,bad
5379,i'd like the porn in my room to be  disabled  we only have regular porn you  sick bastard,good
5384,spendinging quality time with dad,bad
5387,is someone using the oven? cuz i smell gas,bad
5389,this pizza is so disgusting  if you take it to italv you'll get arrested,bad
5398,when a cop pulls his gun on you but you're white gotcha,bad
5421,there was a 4 car pile-up in mexico today  93 people died,bad
5429,"The text in the image reads:  - ""claims that her ancestors created a safe space for Jews"" - ""these are her ancestors""",bad
5436,lol don't bother buckling up  because we are all going to die,bad
5437,this could be us  but you keep escaping,bad
5438,didn't get bought today  success!,bad
5439,"The text in the image reads ""portable dishwasher slash sandwich maker.""",bad
5461,"me, an air force intellectual watching some marines get into a bar fight with some thah tranny hookers",bad
5462,I'm not racist. I hate white liberals more than anybody,bad
5463,when you dress up for dinner at your girlfriend's house  parent's house,bad
5468,when you lose your jewelry,bad
5471,"The text in the image is:  - ""do you still suck dick?"" - ""faggot""",bad
5476,The text in the image is:  - greetings white person - time to die,bad
5479,"this is steve. he lives with both parents, who both work. no one in his family has a middle name in their facebook name, like javeon doingbigthings jackson. everyone in his family can swim",bad
5482,stupid you are breed you should not,bad
5483,the only thing more vile than the attitude of these anti americans..  is the absolute ignorance of the delusional people that voted for them,neutral
5489,trump says he doesn't like suppressors.  well.....he's a democrat so...,bad
5498,step one: turn on the gas,bad
5612,of all time the most underrated cook,bad
5614,"The answer to the age-old question, does a bear shit in the woods? Answer...yes they do!  And here is scientific proof",neutral
5617,"i thought i you said netflix & chill  no i said ""here, take this pill",bad
5619,official white house holiday ornaments,bad
5642,did you say dude blew his tranny???,bad
5643,kids in africa wouldn't starve if they ate the flies on their face,bad
5649,you sicced all of your corrupt goons after me for 3 years and i came out clean.  now it's my turn to send my justice-seeking patriots after you and your corrupt goons let's see how you all come out!!!,good
5672,i pushed my life alert necklace  now i'm waiting on those sexy emt guys to show up,bad
5689,"the most racist people are the ones crying""racist"" all the time!",bad
5712,god will forgive you no matter what you've done  sweet,bad
5716,"The text in the image says:  - ""give me a dog"" - ""treat human""",bad
5719,"islamomopolitan  special feature: how to survive your daily beating  know your place, women: why men treat you like cattle",bad
5726,a stork might bring you a baby  but a swallow never will,bad
5734,this man single handedly saved  this animal from poachers,bad
5736,"dad, what is humanity? i don't know son, we are zionist",neutral
5741,during a speed chase which song are you blasting in your car?,good
5743,how your booty feels after the taco bell drops,neutral
5749,"nobody at school wants to guard Muhammad, he's too explosive",bad
5761,"don't shoot, i'm from the group  why dont you post and comment?  i'm shy, but i like stuff",good
5762,"listen bitch, before you start fucking with me  you should know my team is bigger",bad
5781,hitler comedy called mein fuhrer,bad
5782,you know what grinds my gears? piggers,neutral
5784,"The text in the image reads:  ""let me be clear.... if i had a son, he would look like harambe""",bad
5789,the only person i trust is me  and even that's pretty fucking iffy sometimes,neutral
5791,"mohammed  i'm pregnant....  don't sass me, you know it's funny! ~cupcakes",bad
5792,when you just realize that you forgot to take the cake out of the oven,bad
5793,name something females say  before sucking dick,neutral
5798,when they become besties  over the same dude,bad
5813,roses are red candles drip wax  breaking news  man tries to trade kidnapped baby for 15 big macs,neutral
5824,"keep yelling, motherfuckers you're just playing call of duty",neutral
5826,"I'm not sexist. Being sexist is wrong, and being wrong is for women.",neutral
5832,hitler giving a speech,bad
5841,what's worse than ants in your pants? uncles,bad
5846,our insurance,bad
5847,when they ask for fire extinguisher  and you reply    i don't smoke,bad
5863,hello brother wait is that a shotgun?,neutral
5864,trust me...  ...they're re all terrorists,bad
5869,"my wife asked me where i'd like to be buried  apparently, ""balls deep in your sister"" wasn't the answer she was expecting",neutral
5872,joke time 3 muslims walk into a bar..,bad
5874,how you like me now?,bad
5879,The text in the image is:  - Free Love - LGBT - Free Love - LGBT - Peace,bad
5912,look at me  i'm the european now,bad
5914,meanwhile at the isis strip club,bad
5916,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?",bad
5917,stephen hawking reincarnated as a chair,bad
5918,"The text in the image reads:  ""burning them was a horrific event in the history""",bad
5926,this sunday.. don't forget to set your bomb forward one hour,bad
5928,"just because she weighed as much as two people, that doesn't mean that you had a threesome",neutral
5931,stop editing your pics. what if you go missing?  how are we gonna find you if you look like barbie on fb and chupacabra in real life?,bad
5936,i wish i was there and had my gun to help them,neutral
5938,in the muslim world  all gay men are well hung,bad
5941,"i saw an ad on tv. i called the number on the screen i had to get one, they seem to work so much better than those sticky strips that hang from the ceiling",bad
5942,"""Your majesty, what's the secret to a long life?""  ""Well Kate, don't leave William for a fucking muslism.""",good
5943,"The text in the image reads:  ""this is what rich white trash looks like and it's time to take out the trash!""",good
5947,still more confirmed sightings  than 28 nosler ammo,bad
5948,"i pull up in this and yell  ""come on we got some redneck sh*t to do"" are you getting in?",bad
5968,what would you do if i got pregnant,bad
5972,when you have to take another picture for mom,good
5973,how black people became christians,bad
5976,what does your wife and a hand grenade have in common  remove the ring and your house is gone,bad
5978,i think it is safe now  challenge accepted,neutral
