id,detected_objects
48715,"person, tie"
28495,"frisbee, person"
86925,"person, person"
39607,"person, person, person, tie, person"
41250,"person, person, person, person, person"
90125,"person, person, tie, person, tie"
97162,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, person, person, sheep, cow"
2894,person
5978,"person, person, car, bicycle, car, bicycle"
15746,"person, bowl, apple, apple, apple, boat, apple"
30982,"person, person, spoon"
73104,bird
79825,"person, person, cell phone, person, cell phone, person, cell phone, person, cell phone, book, person, cell phone, handbag"
54819,"person, person"
45120,person
70826,"airplane, person, person"
2793,"person, boat, boat, boat, boat, person, boat, person, boat, person, boat"
56328,"vase, mouse"
58136,"person, tv, person, person, person, person, person, person, person, person, person, person, person, person, tennis racket"
61038,"donut, donut"
89540,elephant
3896,person
72609,"bird, giraffe"
36542,"person, cell phone, chair, couch, book"
49156,person
61378,person
71360,"person, person"
94013,person
85704,person
39725,person
21869,person
41605,"person, tie"
5931,person
94158,"teddy bear, dog"
8917,cat
28046,"person, person, person, person, person, person, person, person, person, person, person"
18524,"person, dog"
4823,"person, person, person, person, person, person, person, person, person, person, person"
82793,dog
3468,"person, dog, sink"
27918,"person, person"
93725,dog
53187,"person, cell phone"
18427,"scissors, scissors"
75821,"person, person"
9518,"bed, person, person, bird, person, person"
31290,person
30518,"person, tie"
16278,zebra
75382,"person, chair, chair"
24853,"person, person, person"
85324,person
34106,person
98364,"dog, bear"
94620,"person, tie"
63095,"person, person, tennis racket, person"
43805,"person, scissors"
91842,truck
46907,"person, person, person, person, person, person, person, person"
75602,"vase, mouse"
14026,"tie, person"
40259,"person, bed"
62947,"person, sink, bottle, bowl, person, wine glass, bowl, wine glass, spoon, cake, carrot, oven, knife"
93124,"bird, dining table, bird, keyboard"
50286,"tie, person"
76094,"person, tie"
67054,"person, scissors, book, dining table"
98305,"person, tie"
87406,"person, person"
75823,"person, person, person, person, person, person"
42063,"person, person, person"
6295,"person, tie, person, person"
75461,"person, person, car, car, car, motorcycle, motorcycle, car"
12547,"person, chair, book, book"
24713,"person, person, person, tie, person, tie, person, person, person, person, person, tie, person, person, person"
90315,"potted plant, potted plant, person, potted plant, chair"
71082,"person, person, person, person, person"
34079,"person, person, car, car"
42175,vase
16537,"person, bed"
61754,bird
74361,"dog, dog"
46710,"person, person, person, person, person, person, tie, person, person"
1682,"person, orange, book"
68253,dog
43218,"dog, person"
61743,"tie, person, dog, person"
28674,dog
43852,person
39870,bird
70426,person
27659,"person, person, boat"
73152,person
71602,"wine glass, wine glass, person, bottle"
58190,person
71823,"person, person"
35264,person
53492,surfboard
27895,"person, pizza"
84169,"person, train, person, person, person, person"
78214,"person, person, potted plant"
74281,"sheep, sheep"
78960,"person, couch, person"
29056,"zebra, zebra, horse"
46853,"person, toothbrush, person"
1492,person
6425,"tie, person, person, person, person, tie, person"
42178,"person, person, person, person, person, person, person, handbag, person"
48132,"person, person"
24501,"person, person, person, person"
12935,"person, person, person, book"
86195,"person, person, tie, person, chair, tie, person"
13876,"person, car"
40627,"person, cell phone, person, couch, person, person, remote"
75806,"person, person, person, chair, tie, person, person, tie, person, dining table, chair, tie, tie, dining table"
5941,person
96472,"person, person, person"
42806,"dog, dog, cow, dog, sheep, sheep"
8495,"person, banana"
76283,person
74813,bed
54062,"person, person, tie, pizza, book"
57621,"person, person, backpack"
64590,person
95401,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, person, sheep, person, person, sheep, cow"
80649,dog
70395,"person, person, person, car, cup, person, cell phone"
63581,"person, person"
74062,"person, cup, cup, potted plant, book, chair, bottle, cup, book, book, potted plant"
85761,person
5938,"person, person"
28641,"bottle, person, bottle, bottle, bottle, toothbrush, bottle, bottle, bottle, bottle, bottle, toothbrush, bottle, bottle, bottle, bottle, bottle, bottle"
20375,person
15493,"person, tie"
9852,person
79406,"person, tie"
51407,person
19345,person
90267,"person, bus"
4379,"car, person, person, person, person, person, person, person, person, person, person"
97543,"person, person, tie, tie, person, person, tie, person, person, person, person, tie, person, tie, person"
93041,sandwich
68154,person
95038,person
3568,"person, person, tie, tie"
53624,"person, book"
12754,"person, person, person, person, bottle, person, person, person, person, person, handbag, handbag, person"
2716,person
24658,"person, person, person, person, person, tie, person, person, person, person"
17653,"potted plant, cup, cup, person, couch, remote, person, vase, cup"
41672,"person, bed, person"
97823,person
8462,person
37542,"teddy bear, teddy bear"
52140,"person, person, person, person, chair"
7852,person
92417,"person, vase, tv, vase, vase, couch, vase"
34901,"horse, person, horse, person, person, person, person, person, person, person, person, person, person, horse"
52960,"person, tie"
79615,"person, person"
37145,person
47591,person
26910,"person, person, person, tie, person, person, person, person, person, person, person, person, person"
24651,"person, sandwich, hot dog, hot dog"
57861,truck
41875,"person, tie"
18937,"microwave, book, book"
35861,"person, banana"
76038,person
63412,"person, person, person"
57630,dog
38704,"person, donut, dining table, cake"
69780,"person, person, sports ball"
98357,"tie, person, person"
87235,"person, bed"
41706,"person, person, potted plant, bowl, toothbrush, spoon, sink, sink"
39287,"person, kite"
98701,person
13769,person
7159,"person, person"
95814,person
50346,"person, person"
16234,"person, person, person, person, dog, person, person"
15824,"person, person, person, person, bus, person, car, person, person, person, person, person"
26379,"pizza, pizza, pizza, bowl, bowl, dining table, cup, bowl"
3847,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, person, person, person, sheep"
80672,"person, person, horse"
31085,"bed, person, person"
4295,person
71682,"person, cell phone, person, person, person, person, person, cell phone, person, person"
85496,sports ball
14823,"person, person, person, person, tie, person, person, person, person"
25706,"person, person, person, person, person, person, person, person, backpack, handbag, backpack"
83264,"horse, person, person, person"
9638,cat
98716,"person, cell phone"
74951,"person, tv"
21530,"person, tie"
63952,cow
46097,"person, person, person, tie, person, tie, tie, tie, person, person, person, person, person, tie, person, person, dining table, person"
58304,"bear, bear, bear, bear, bear, bear, bear, bird, bird"
80629,"tie, person, scissors"
84153,"person, person, person, tie, person, airplane, person, person"
35869,"tie, person"
13270,person
79328,person
84379,"person, person"
38179,"person, person, surfboard"
30192,dog
84305,"chair, chair, person, person, person, person, person, person, person, person, person, person, person, person"
41728,"person, bottle, bottle, surfboard, bottle"
30721,"person, person, person, person, cow"
20491,person
74132,bird
17805,person
53714,"person, car, person, person"
17450,person
63129,person
73508,person
91862,"person, person, person, person, person, person, person"
42953,"person, person, tie"
83765,person
3957,clock
6859,person
21746,toothbrush
13970,"person, person, dining table"
41853,person
94625,"bottle, person, baseball glove, person, person, person, person"
3764,person
83140,"bowl, person, bottle, bottle, bowl, person, oven, oven"
81294,person
98643,"person, person, person, sports ball"
17306,dog
20739,"toothbrush, person"
87013,"person, bird"
85394,"person, tie"
28759,dog
39658,horse
72413,"person, tie"
93841,person
30872,"person, tie"
48507,person
45179,"person, person, person, person, couch"
20869,person
24836,"person, bird"
87230,"person, cell phone"
87924,"person, person, kite"
48756,"person, person, person, person"
57426,"person, tie, bottle, bottle, bottle, bottle, bottle"
83946,"person, couch, couch, potted plant, couch"
79258,"bird, donut"
17652,"person, sheep, sheep"
90583,person
79036,person
62514,person
62384,dog
32015,person
58703,"person, person, car"
71986,"person, person, person"
71305,"bottle, person, bottle, person, person"
65740,cow
65178,"person, person, tie, airplane"
96507,car
80243,"person, person, person, person, person, person, person"
87260,cat
49701,"person, person, backpack"
47016,"laptop, person, mouse, mouse"
7496,"person, person"
23416,person
92571,"person, car"
46271,"laptop, dog, mouse, mouse"
93615,person
10562,"person, baseball bat"
57913,"tie, person"
19268,bench
8259,person
2958,person
67504,"person, person, person, person, person, person, person, person"
25760,"tie, person"
27518,person
70834,person
6243,person
74061,"person, person, person, person, person, person"
60981,"person, tie"
75036,person
65829,"person, cell phone, tie"
75132,"person, oven, bowl, bowl"
82310,"cow, cell phone, laptop"
17564,person
42861,person
71480,"bird, bird, bird"
79423,"person, person, person"
46123,"person, tie"
52819,person
27385,"person, person, person, person, person, person, person, person, person, person"
26018,"person, person, banana, banana, orange, orange"
40837,giraffe
25807,"person, bowl, bowl, bowl, bowl, bowl, bottle, bottle, bottle, bottle, bottle, clock, bottle, bottle, bottle, cup, bowl, spoon, spoon, clock, bottle"
43065,"person, person, person, person, person, person, tie, person, person, person, person"
